"ID ";"Rubrik ";"Titel-DE ";"Title-EN ";"Text-DE ";"Text-EN ";"Bild ";"Zeichnung ";"Kategorie-DE ";"Kategorie-EN "
"3444 ";" 8.129 ";"Metrisch - Zylindrisch - Standard ";"Metric - Parallel - Standard ";"T-Einschraubverschraubungen 
L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Branch Tees
L- and S-Series
Thread: Metric - Parallel
Sealing by Sealing Shoulder Form B ";"TE-LR-z_TE-SR-z.png ";"TE-LM-z_TE-SM-z.png ";"TE - T - Einschraub - Verschraubungen - Metrisch - Zylindrisch
L- und S-Reihe ";"TE - Male - Stud - Branch - Tee - Couplings - Metric - Parallel
L- and S-Series "
"3445 ";" 8.130 ";"Metrisch - Zylindrisch - SC ";"Metric - Parallel - SC ";"T-Einschraubverschraubungen 
L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Branch Tees
L- and S-Series
Thread: Metric - Parallel
Sealing by Sealing Shoulder Form B ";"TE-LR-z_TE-SR-z.png ";"TE-LM-z-SC_TE-SM-z-SC.png ";"TE - T - Einschraub - Verschraubungen - Metrisch - Zylindrisch
L- und S-Reihe ";"TE - Male - Stud - Branch - Tee - Couplings - Metric - Parallel
L- and S-Series "
"3446 ";" 8.131 ";"Metrisch - Zylindrisch - OMD ";"Metric - Parallel - OMD ";"T-Einschraubverschraubungsstutzen
L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Branch Tee Bodies
L- and S-Series
Thread: Metric - Parallel
Sealing by Sealing Shoulder Form B ";"TE-OMD.png ";"te-z-OMD.png ";"TE - T - Einschraub - Verschraubungen - Metrisch - Zylindrisch
L- und S-Reihe ";"TE - Male - Stud - Branch - Tee - Couplings - Metric - Parallel
L- and S-Series "
"3447 ";" 8.132 ";"NPT - Standard ";"NPT - Standard ";"T-Einschraubverschraubungen
LL-, L- und S-Reihe
Einschraubgewinde: NPT ";"Stud Branch Tees
LL-, L- and S-Series
Thread: NPT ";"TE-.png ";"TE-L-NPT_TE-S-NPT.png ";"TE - T - Einschraub - Verschraubungen - NPT
LL-, L- und S-Reihe ";"TE - Male - Stud - Branch - Tee - Couplings - NPT
LL-, L- and S-Series "
"3448 ";" 8.133 ";"NPT - SC ";"NPT - SC ";"T-Einschraubverschraubungen
L- und S-Reihe
Einschraubgewinde: NPT ";"Stud Branch Tees
L- and S-Series
Thread: NPT ";"TE-.png ";"TE-L-NPT-SC_TE-S-NPT-SC.png ";"TE - T - Einschraub - Verschraubungen - NPT
LL-, L- und S-Reihe ";"TE - Male - Stud - Branch - Tee - Couplings - NPT
LL-, L- and S-Series "
"3449 ";" 8.134 ";"NPT - OMD ";"NPT - OMD ";"T-Einschraubverschraubungsstutzen
LL-, L- und S-Reihe
Einschraubgewinde: NPT ";"Stud Branch Tee Bodies
LL-, L- and S-Series
Thread: NPT ";"TE-L-OMD.png ";"te-k-OMD.png ";"TE - T - Einschraub - Verschraubungen - NPT
LL-, L- und S-Reihe ";"TE - Male - Stud - Branch - Tee - Couplings - NPT
LL-, L- and S-Series "
"3451 ";" 8.135 ";"Whitworth - Kegelig - Standard ";"BSP - Taper - Standard ";"L-Einschraubverschraubungen 
LL-, L- und S-Reihe 
Einschraubgewinde: Whitworth-Rohrgewinde - Kegelig
 
** Die angegebenen Druckstufen sind nur gültig, wenn die Einschraublöcher mit kegeligem Gewinde vorhanden sind. ";"Stud Barrel Tees
LL-, L- and S-Series
Thread: BSP - Taper
 
** The pressure rates are only valid, if the female parts are with tapered threads, too. ";"LE-L-NPT-SC_LE-S-NPT-SC.png ";"LE-LR-k_LE-SR-k.png ";"LE - L - Einschraub - Verschraubungen - Whitworth - Kegelig
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - BSP - Taper
LL-, L- and S-Series "
"3452 ";" 8.136 ";"Whitworth - Kegelig - SC ";"BSP - Taper - SC ";"L-Einschraubverschraubungen 
L- und S-Reihe 
Einschraubgewinde: Whitworth-Rohrgewinde - Kegelig
 
** Die angegebenen Druckstufen sind nur gültig, wenn die Einschraublöcher mit kegeligem Gewinde vorhanden sind. ";"Stud Barrel Tees
L- and S-Series
Thread: BSP - Taper
 
** The pressure rates are only valid, if the female parts are with tapered threads, too. ";"LE-L-NPT-SC_LE-S-NPT-SC.png ";"LE-LR-k-SC_LE-SR-k-SC.png ";"LE - L - Einschraub - Verschraubungen - Whitworth - Kegelig
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - BSP - Taper
LL-, L- and S-Series "
"3453 ";" 8.137 ";"Whitworth - Kegelig - OMD ";"BSP - Taper - OMD ";"L-Einschraubverschraubungsstutzen
LL-, L- und S-Reihe 
Einschraubgewinde: Whitworth-Rohrgewinde - Kegelig
 
** Die angegebenen Druckstufen sind nur gültig, wenn die Einschraublöcher mit kegeligem Gewinde vorhanden sind. ";"Stud Barrel Tee Bodies
LL-, L- and S-Series
Thread: BSP - Taper
 
** The pressure rates are only valid, if the female parts are with tapered threads, too. ";"LE-LR-k-OMD_LE-SR-k-OMD.png ";"le-k-OMD.png ";"LE - L - Einschraub - Verschraubungen - Whitworth - Kegelig
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - BSP - Taper
LL-, L- and S-Series "
"3454 ";" 8.138 ";"Whitworth - Zylindrisch - Standard ";"BSP - Parallel - Standard ";"L-Einschraubverschraubungen 
L- und S-Reihe
Einschraubgewinde: Whitworth-Rohrgewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Barrel Tees
L- and S-Series
Thread: BSP - Parallel
Sealing by Sealing Shoulder Form B ";"LE-LR-z_LE-SR-z.png ";"LE-LR-z_LE-SR-z.png ";"LE - L - Einschraub - Verschraubungen - Whitworth - Zylindrisch
L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - BSP - Parallel
L- and S-Series "
"3455 ";" 8.139 ";"Whitworth - Zylindrisch - SC ";"BSP - Parallel - SC ";"L-Einschraubverschraubungen 
L- und S-Reihe
Einschraubgewinde: Whitworth-Rohrgewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Barrel Tees
L- and S-Series
Thread: BSP - Parallel
Sealing by Sealing Shoulder Form B ";"LE-LR.png ";"LE-LR-z-SC_LE-SR-z-SC.png ";"LE - L - Einschraub - Verschraubungen - Whitworth - Zylindrisch
L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - BSP - Parallel
L- and S-Series "
"3456 ";" 8.140 ";"Whitworth - Zylindrisch - OMD ";"BSP - Parallel - OMD ";"L-Einschraubverschraubungsstutzen
L- und S-Reihe
Einschraubgewinde: Whitworth-Rohrgewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Barrel Tee Bodies
L- and S-Series
Thread: BSP - Parallel
Sealing by Sealing Shoulder Form B ";"LE-LM.png ";"le-z-OMD.png ";"LE - L - Einschraub - Verschraubungen - Whitworth - Zylindrisch
L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - BSP - Parallel
L- and S-Series "
"3457 ";" 8.141 ";"Metrisch - Kegelig - Standard ";"Metric - Taper - Standard ";"L-Einschraubverschraubungen
LL-, L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Kegelig
 
** Die angegebenen Druckstufen sind nur gültig, wenn die Einschraublöcher mit kegeligem Gewinde vorhanden sind. ";"Stud Barrel Tees
LL-, L- and S-Series
Thread: Metric - Taper
 
** The pressure rates are only valid, if the female parts are with tapered threads, too. ";"LE-L.png ";"LE-LM-k_LE-SM-k.png ";"LE - L - Einschraub - Verschraubungen - Metrisch - Kegelig
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - Metric - Taper
LL-, L- and S-Series "
"3458 ";" 8.142 ";"Metrisch - Kegelig - SC ";"Metric - Taper - SC ";"L-Einschraubverschraubungen
L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Kegelig
 
** Die angegebenen Druckstufen sind nur gültig, wenn die Einschraublöcher mit kegeligem Gewinde vorhanden sind. ";"Stud Barrel Tees
L- and S-Series
Thread: Metric - Taper
 
** The pressure rates are only valid, if the female parts are with tapered threads, too. ";"LE-L.png ";"LE-LM-k-SC_LE-SM-k-SC.png ";"LE - L - Einschraub - Verschraubungen - Metrisch - Kegelig
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - Metric - Taper
LL-, L- and S-Series "
"3459 ";" 8.143 ";"Metrisch - Kegelig - OMD ";"Metric - Taper - OMD ";"L-Einschraubverschraubungsstutzen
LL-, L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Kegelig
 
** Die angegebenen Druckstufen sind nur gültig, wenn die Einschraublöcher mit kegeligem Gewinde vorhanden sind. ";"Stud Barrel Tee Bodies
LL-, L- and S-Series
Thread: Metric - Taper
 
** The pressure rates are only valid, if the female parts are with tapered threads, too. ";"LE-LR-OMD.png ";"le-k-OMD.png ";"LE - L - Einschraub - Verschraubungen - Metrisch - Kegelig
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - Metric - Taper
LL-, L- and S-Series "
"3460 ";" 8.144 ";"Metrisch - Zylindrisch - Standard ";"Metric - Parallel - Standard ";"L-Einschraubverschraubungen
L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Barrel Tees
L- and S-Series
Thread: Metric - Parallel
Sealing by Sealing Shoulder Form B ";"LE-LR.png ";"LE-LM-z_LE-SM-z.png ";"LE - L - Einschraub - Verschraubungen - Metrisch - Zylindrisch
L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - Metric - Parallel
L- and S-Series "
"3462 ";" 8.145 ";"Metrisch - Zylindrisch - SC ";"Metric - Parallel - SC ";"L-Einschraubverschraubungen
L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Barrel Tees
L- and S-Series
Thread: Metric - Parallel
Sealing by Sealing Shoulder Form B ";"LE-LR.png ";"LE-LM-z-SC_LE-SM-z-SC.png ";"LE - L - Einschraub - Verschraubungen - Metrisch - Zylindrisch
L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - Metric - Parallel
L- and S-Series "
"3463 ";" 8.146 ";"Metrisch - Zylindrisch - OMD ";"Metric - Parallel - OMD ";"L-Einschraubverschraubungsstutzen
L- und S-Reihe
Einschraubgewinde: Metrisches Feingewinde - Zylindrisch
Abdichtung durch Dichtkante Form B ";"Stud Barrel Tee Bodies
L- and S-Series
Thread: Metric - Parallel
Sealing by Sealing Shoulder Form B ";"LE-LM.png ";"le-z-OMD.png ";"LE - L - Einschraub - Verschraubungen - Metrisch - Zylindrisch
L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - Metric - Parallel
L- and S-Series "
"3464 ";" 8.147 ";"NPT - Standard ";"NPT - Standard ";"L-Einschraubverschraubungen
LL-, L- und S-Reihe
Einschraubgewinde: NPT ";"Stud Barrel Tees
LL-, L- and S-Series
Thread: NPT ";"LE-L.png ";"LE-L-NPT_LE-S-NPT.png ";"LE - L - Einschraub - Verschraubungen - NPT
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - NPT
LL-, L- and S-Series "
"3465 ";" 8.148 ";"NPT - SC ";"NPT - SC ";"L-Einschraubverschraubungen
L- und S-Reihe
Einschraubgewinde: NPT ";"Stud Barrel Tees
L- and S-Series
Thread: NPT ";"LE-L.png ";"LE-L-NPT-SC_LE-S-NPT-SC.png ";"LE - L - Einschraub - Verschraubungen - NPT
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - NPT
LL-, L- and S-Series "
"3466 ";" 8.149 ";"NPT - OMD ";"NPT - OMD ";"L-Einschraubverschraubungsstutzen
LL-, L- und S-Reihe
Einschraubgewinde: NPT ";"Stud Barrel Tee Bodies
LL-, L- and S-Series
Thread: NPT ";"LE-LR-OMD.png ";"le-k-OMD.png ";"LE - L - Einschraub - Verschraubungen - NPT
LL-, L- und S-Reihe ";"LE - Male - Stud - Run - Tee - couplings - NPT
LL-, L- and S-Series "
"3651 ";" 8.15 ";"GV - Gerade Verschraubungen - Standard ";"GV - Straight Couplings - Standard ";"";"";"GV.png ";"GV.png ";"GV - Gerade - Verschraubungen ";"GV - Straight - Couplings "
"3467 ";" 8.150 ";"Whitworth - Zylindrisch - ov ";"BSP - Parallel - ov  ";"<div>Ohne Vormontage - ov &nbsp;Einschraubgewinde: &nbsp;Whitworth-Rohrgewinde - Zylindrisch wd = Abdichtung durch Profildichtung - FPM</div> ";"<div>Not Pre-Assembled - ov &nbsp;Thread: BSP - Parallel wd = Sealing by an Elastomer Profiled Ring - FPM</div> ";"EVGE-L-G-ov-wd_EVGE-S-G-ov-wd.png ";"EVGE-L-G-ov-wd_EVGE-S-G-ov-wd.png ";"EVGE - Gerade - Aufsteckstutzen - Whitworth - Zylindrisch - ov ";"EVGE - Male - Stud - Standpipe - Connectors - BSP - Parallel - ov "
"3918 ";" 8.151 ";"Whitworth - Zylindrisch - ov ";"BSP - Parallel - ov ";"<div>Ohne Vormontage - ov &nbsp;Einschraubgewinde: &nbsp;Whitworth-Rohrgewinde - Zylindrisch wd = Abdichtung durch Profildichtung - FPM</div> ";"<div>Not Pre-Assembled - ov &nbsp;Thread: BSP - Parallel wd = Sealing by an Elastomer Profiled Ring - FPM</div> ";"EVGE-L-G-ov-wd_EVGE-S-G-ov-wd.png ";"EVGE-L-G-ov-wd_EVGE-S-G-ov-wd.png ";"EVGE - Gerade - Aufsteckstutzen - Whitworth - Zylindrisch - ov ";"EVGE - Male - Stud - Standpipe - Connectors - BSP - Parallel - ov "
"3468 ";" 8.152 ";"Whitworth - Zylindrisch - Vormontiert - Standard ";"BSP - Parallel - Pre-Assembled - Standard ";"<div>Vormontiert Einschraubgewinde: Whitworth-Rohrgewinde - Zylindrisch wd = Abdichtung durch Profildichtung - FPM Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter über den Punkt des deutlich fühlbar</div> ";"<div>Pre-Assembled &nbsp;Thread: BSP - Parallel wd = Sealing by an Elastomer Profiled Ring - FPM Port D1 is pre-assembled. Final assembly in appropriate body with approx. 1/2 turn beyond the point of clearly perceptible resistance.</div> ";"EVGE-L-G-wd_EVGE-S-G-wd.png ";"EVGE-L-G-wd_EVGE-S-G-wd.png ";"EVGE - Gerade - Aufsteckstutzen - Whitworth - Zylindrisch - Vormontiert ";"EVGE - Male - Stud - Standpipe - Connectors - BSP - Parallel - Pre-Assembled "
"3919 ";" 8.153 ";"Whitworth - Zylindrisch - Vormontiert - Standard ";"BSP - Parallel - Pre-Assembled - Standard ";"<div>Vormontiert Einschraubgewinde: Whitworth-Rohrgewinde - Zylindrisch wd = Abdichtung durch Profildichtung - FPM Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter über den Punkt des deutlich fühlbar</div> ";"<div>Pre-Assembled &nbsp;Thread: BSP - Parallel wd = Sealing by an Elastomer Profiled Ring - FPM Port D1 is pre-assembled. Final assembly in appropriate body with approx. 1/2 turn beyond the point of clearly perceptible resistance.</div> ";"EVGE-L-G-wd_EVGE-S-G-wd.png ";"EVGE-L-G-wd_EVGE-S-G-wd.png ";"EVGE - Gerade - Aufsteckstutzen - Whitworth - Zylindrisch - Vormontiert ";"EVGE - Male - Stud - Standpipe - Connectors - BSP - Parallel - Pre-Assembled "
"3469 ";" 8.154 ";"Whitworth  - Zylindrisch - Vormontiert - SC ";"Whitworth  - Parallel - Pre-Assembled - SC ";"<div>Vormontiert Einschraubgewinde: Whitworth-Rohrgewinde - Zylindrisch &nbsp;wd = Abdichtung durch Profildichtung - FPM Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter über den Punkt des deutlich fühlba</div> ";"<div>Pre-Assembled &nbsp;Thread: BSP - Parallel wd = Sealing by an Elastomer Profiled Ring - FPM Port D1 is pre-assembled. Final assembly in appropriate body with approx. 1/2 turn beyond the point of clearly perceptible resistance.</div> ";"EVGE-L-G-wd-SC_EVGE-S-G-wd-SC.png ";"EVGE-L-G-wd-SC_EVGE-S-G-wd-SC.png ";"EVGE - Gerade - Aufsteckstutzen - Whitworth - Zylindrisch - Vormontiert ";"EVGE - Male - Stud - Standpipe - Connectors - BSP - Parallel - Pre-Assembled "
"3920 ";" 8.155 ";"Whitworth  - Zylindrisch - Vormontiert - SC ";"Whitworth  - Parallel - Pre-Assembled - SC ";"<div>Vormontiert Einschraubgewinde: Whitworth-Rohrgewinde - Zylindrisch &nbsp;wd = Abdichtung durch Profildichtung - FPM Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter über den Punkt des deutlich fühlba</div> ";"<div>Pre-Assembled &nbsp;Thread: BSP - Parallel wd = Sealing by an Elastomer Profiled Ring - FPM Port D1 is pre-assembled. Final assembly in appropriate body with approx. 1/2 turn beyond the point of clearly perceptible resistance.</div> ";"EVGE-L-G-wd-SC_EVGE-S-G-wd-SC.png ";"EVGE-L-G-wd-SC_EVGE-S-G-wd-SC.png ";"EVGE - Gerade - Aufsteckstutzen - Whitworth - Zylindrisch - Vormontiert ";"EVGE - Male - Stud - Standpipe - Connectors - BSP - Parallel - Pre-Assembled "
"3470 ";" 8.156 ";"NPT - ov ";"NPT - ov  ";"Ohne Vormontage - ov 
Einschraubgewinde: NPT ";"Not Pre-Assembled - ov 
Thread: NPT ";"EVGE-L-ov-NPT_EVGE-S-ov-NPT.png ";"EVGE-L-ov-NPT_EVGE-S-ov-NPT.png ";"EVGE - Gerade - Aufsteckstutzen - NPT - ov ";"EVGE - Male - Stud - Standpipe - Connectors - NPT - ov "
"3471 ";" 8.157 ";"NPT - Vormontiert - Standard ";"NPT - Pre-Assembled - SC ";"Vormontiert
Einschraubgewinde: NPT
Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter über den Punkt des deutlich fühlbaren Kraftanstieges. ";"Pre-Assembled 
Thread: NPT
Port D1 is pre-assembled. Final assembly in appropriate body with approx. 1/2 turn beyond the point of clearly perceptible resistance. ";"EVGE-L-NPT_EVGE-S-NPT.png ";"EVGE-L-NPT_EVGE-S-NPT.png ";"EVGE - Gerade - Aufsteckstutzen -  NPT - Vormontiert ";"EVGE - Male - Stud - Standpipe - Connectors - NPT - Pre-Assembled "
"3473 ";" 8.158 ";"NPT - Vormontiert - SC ";"NPT - Pre-Assembled - Standard ";"Vormontiert
Einschraubgewinde: NPT
Anschluss D1 ist vormontiert. Die Fertigmontage erfolgt im Stutzen mit ca. 1/2 Umdrehung der Überwurfmutter über den Punkt des deutlich fühlbaren Kraftanstieges. ";"Pre-Assembled 
Thread: NPT
Port D1 is pre-assembled. Final assembly in appropriate body with approx. 1/2 turn beyond the point of clearly perceptible resistance. ";"EVGE-L-NPT-SC_EVGE-S-NPT-SC.png ";"EVGE-L-NPT-SC_EVGE-S-NPT-SC.png ";"EVGE - Gerade - Aufsteckstutzen -  NPT - Vormontiert ";"EVGE - Male - Stud - Standpipe - Connectors - NPT - Pre-Assembled "
"3474 ";" 8.159 ";"Metrisch - Zylindrisch - ov ";"Metric - Parallel - ov  ";"<div>Ohne Vormontage &nbsp;Einschraubgewinde: Metrisches Feingewinde - Zylindrisch wd = Abdichtung durch Profildichtung - FPM</div> ";"<div>Not pre-assembled Thread: Metric - paralell wd = Sealing by an Elastomer Profiled Ring - FPM</div> ";"EVGE-LM-ov-wd_EVGE-SM-ov-wd.png ";"EVGE-LM-ov-wd_EVGE-SM-ov-wd.png ";"EVGE - Gerade - Aufsteckstutzen - Metrisch - Zylindrisch - ov ";"EVGE - Male - Stud - Standpipe - Connectors - Metric - Parallel - ov "
"3428 ";" 8.16 ";"GV - Gerade Verschraubungen - SC ";"GV - Straight Couplings - SC ";"";"";"GV-SC.png ";"GV-SC.png ";"GV - Gerade - Verschraubungen ";"GV - Straight - Couplings "
"3475 ";" 8.160 ";"Metrisch - Zylindrisch - Vormontiert - Standard ";"Metric - Parallel - Pre-Assembled - Standard ";"<div>Vormontiert &nbsp;Einschraubgewinde: Metrisches Feingewinde - Zylindrisch wd = Abdichtung durch Profildichtung - FPM</div> ";"<div>Pre-Assembled Thread: Metric - Parallel wd = Sealing by an Elastomer Profiled Ring - FPM</div> ";"EVGE-LM-wd_EVGE-SM-wd.png ";"EVGE-LM-wd_EVGE-SM-wd.png ";"EVGE - Gerade - Aufsteckstutzen - Metrisch - Zylindrisch - Vormontiert ";"EVGE - Male - Stud - Standpipe - Connectors - Metric - Parallel - Pre-Assembled "
"3476 ";" 8.161 ";"Metrisch - Zylindrisch - Vormontiert - SC ";"Metric - Parallel - Pre-Assembled - SC ";"<div>Vormontiert &nbsp;Einschraubgewinde: Metrisches Feingewinde - Zylindrisch wd = Abdichtung durch Profildichtung - FPM</div> ";"<div>Pre-Assembled Thread: Metric - Parallel wd = Sealing by an Elastomer Profiled Ring - FPM</div> ";"EVGE-LM-wd-SC_EVGE-SM-wd-SC.png ";"EVGE-LM-wd-SC_EVGE-SM-wd-SC.png ";"EVGE - Gerade - Aufsteckstutzen - Metrisch - Zylindrisch - Vormontiert ";"EVGE - Male - Stud - Standpipe - Connectors - Metric - Parallel - Pre-Assembled "
"3477 ";" 8.162 ";"Whitworth - Zylindrisch - Standard ";"BSP - Female - Parallel - Standard ";"Manometer-Verschraubungen
Mit Dichtkantenring - DKRi
Innengewinde: Whitworth-Rohrgewinde - Zylindrisch ";"Gauge Couplings
With Metal Sealing Ring - DKRi
Internal Thread: BSP - Female - Parallel ";"MV-L-G_MV-S-G.png ";"MV-L-G_MV-S-G.png ";"MV - Verschraubungen MV - Manometer - Verschraubungen - Whitworth - Zylindrisch ";"MV - Pressure - Gauge - Couplings - BSP - Female - Parallel "
"3478 ";" 8.163 ";"Whitworth - Zylindrisch - SC ";"BSP - Female - Parallel - SC ";"Manometer-Verschraubungen
Mit Dichtkantenring - DKRi
Innengewinde: Whitworth-Rohrgewinde - Zylindrisch ";"Gauge Couplings
With Metal Sealing Ring - DKRi
Internal Thread: BSP - Female - Parallel ";"MV-L-G-SC_MV-S-G-SC.png ";"MV-L-G-SC_MV-S-G-SC.png ";"MV - Verschraubungen MV - Manometer - Verschraubungen - Whitworth - Zylindrisch ";"MV - Pressure - Gauge - Couplings - BSP - Female - Parallel "
"3479 ";" 8.164 ";"Whitworth - Zylindrisch - OMD ";"BSP - Female - Parallel - OMD ";"Manometer-Verschraubungsstutzen
Mit Dichtkantenring - DKRi
Innengewinde: Whitworth-Rohrgewinde - Zylindrisch ";"Gauge Couplings
With Metal Sealing Ring - DKRi
Internal Thread: BSP - Female - Parallel ";"MV-L-G-OMD_MV-S-G-OMD.png ";"mv-a-omd.png ";"MV - Verschraubungen MV - Manometer - Verschraubungen - Whitworth - Zylindrisch ";"MV - Pressure - Gauge - Couplings - BSP - Female - Parallel "
"3480 ";" 8.165 ";"NPT - Standard ";"NPT - Standard ";"Manometer-Verschraubungen
Innengewinde: NPT ";"Gauge Couplings
Internal Thread: NPT ";"MV-L-NPT_MV-S-NPT.png ";"MV-L-NPT_MV-S-NPT.png ";"MV - Manometer - Verschraubungen - NPT ";"MV - Pressure - Gauge - Couplings - NPT "
"3481 ";" 8.166 ";"NPT - SC ";"NPT - SC ";"Manometer-Verschraubungen
Innengewinde: NPT ";"Gauge Couplings
Internal Thread: NPT ";"MV-L-NPT-SC_MV-S-NPT-SC.png ";"MV-L-NPT-SC_MV-S-NPT-SC.png ";"MV - Manometer - Verschraubungen - NPT ";"MV - Pressure - Gauge - Couplings - NPT "
"3482 ";" 8.167 ";"NPT - OMD ";"NPT - OMD ";"Manometer-Verschraubungsstutzen
Innengewinde: NPT ";"Gauge Coupling Bodies
Internal Thread: NPT ";"MV-L-NPT-OMD_MV-S-NPT-OMD.png ";"mv-npt-omd.png ";"MV - Manometer - Verschraubungen - NPT ";"MV - Pressure - Gauge - Couplings - NPT "
"3484 ";" 8.168 ";"Whitworth - Zylindrisch - Standard ";"BSP - Female - Parallel - Standard ";"Einstellbare Manometer-Verschraubungen
Mit Dichtkantenring - DKRi
Innengewinde: Whitworth-Rohrgewinde - Zylindrisch
Anschluss D1 ist vormontiert. Die Fertigmontage 
erfolgt im Stutzen mit ca. 1/2 Umdrehung der 
Überwurfmutter über den Punkt des deutlich 
 ";"Gauge Swivel Couplings
With Metal Sealing Ring - DKRi
Thread: BSP - Female - Parallel
Port D1 is pre-assembled. Final assembly in 
appropriate body with approx. 1/2 turn beyond the 
point of clearly perceptible resistance. ";"MV-ev-L-G_MV-ev-S-G.png ";"MV-ev-L-G_MV-ev-S-G.png ";"MV-EV - Einstellbare - Manometer - Verschraubungen - Whitworth - Zylindrisch ";"MV-EV - Adjustable - Pressure - Gauge - Couplings - BSP - Parallel "
"3485 ";" 8.169 ";"Whitworth - Zylindrisch - SC ";"BSP - Female - Parallel - SC ";"Einstellbare Manometer-Verschraubungen
Mit Dichtkantenring - DKRi
Innengewinde: Whitworth-Rohrgewinde - Zylindrisch
Anschluss D1 ist vormontiert. Die Fertigmontage 
erfolgt im Stutzen mit ca. 1/2 Umdrehung der 
Überwurfmutter über den Punkt des deutlich 
 ";"Gauge Swivel Couplings
With Metal Sealing Ring - DKRi
Thread: BSP - Female - Parallel
Port D1 is pre-assembled. Final assembly in 
appropriate body with approx. 1/2 turn beyond the 
point of clearly perceptible resistance. ";"MV-ev-L-G_SC_MV-ev-S-G-SC.png ";"MV-ev-L-G-SC_MV-ev-S-G-SC.png ";"MV-EV - Einstellbare - Manometer - Verschraubungen - Whitworth - Zylindrisch ";"MV-EV - Adjustable - Pressure - Gauge - Couplings - BSP - Parallel "
"3439 ";" 8.17 ";"GV - Gerade Verschraubungsstutzen - OMD ";"GV - Straight Coupling Bodies - OMD ";"";"";"GV-OMD.png ";"gv-omd.png ";"GV - Gerade - Verschraubungen ";"GV - Straight - Couplings "
"3486 ";" 8.170 ";"Whitworth - Zylindrisch - OMD ";"BSP - Female - Parallel - OMD ";"Einstellbare Manometer-Verschraubungsstutzen
Mit Dichtkantenring - DKRi
Innengewinde: Whitworth-Rohrgewinde - Zylindrisch ";"Gauge Swivel Coupling Bodies
With Metal Sealing Ring - DKRi
Thread: BSP - Female - Parallel ";"MV-ev-L-G-OMD_MV-ev-S-G-OMD.png ";"MVeV_B-OMD.png ";"MV-EV - Einstellbare - Manometer - Verschraubungen - Whitworth - Zylindrisch ";"MV-EV - Adjustable - Pressure - Gauge - Couplings - BSP - Parallel "
"3487 ";" 8.171 ";"Whitworth - Zylindrisch - Innen - Standard ";"BSP - Parallel - Female - Standard ";"Gerade Aufschraub-Verschraubungen
Innengewinde: Whitworth-Rohrgewinde - Zylindrisch ";"Female Stud Couplings
Female Thread: BSP - Parallel ";"GAI-L-G_GAI-S-G.png ";"GAI-L-G_GAI-S-G.png ";"GAI - Gerade - Aufschraub - Verschraubungen ";"GAI - Female - Stud - Couplings "
